,prop_desc,prop_price(£),prop_size(lower) SQ Ft,prop_size(upper) SQ Ft
11350,"Parkgate House, 185-187 London Road, Camberley, GU15 3JS",210000.0,461 ,
11351,"New build units to let available from Q4 2018, Segro Park, Middlesex, UB3 4QR",,"24,555 "," 97,600 "
11352,"Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",,"7,715 ",
11353,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.0,"2,475 ",
11354,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",,"10,600 ",
11355,"Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",,"16,548 ",
11356,"Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP",1000000.0,"12,805 ",
11357,"FOR SALE - WAREHOUSE UNIT , Vitesse House, Ashford Road, Ashford, TW15 1XB",,"9,272 ",
11358,"179a Oxford Road, Reading, RG1 7UZ",650000.0,"1,487 ",
11359,"150-152 Great South West Road, Hounslow, Heathrow, TW4 6NF",4500000.0,"37,462 ",
11360,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.0,"16,618 ",
11361,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.0,"6,553 ",
11362,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.0,"23,172 ",
11363,"448a, Basingstoke Road, Reading, RG2 0RX",4400000.0,"26,692 ",
11364,"Mixed Use Business Premises, 115 Reading Road, Finchampstead, GU46 7LR",750000.0,"5,666 ",
11365,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.0,"1,448 ",
11366,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",,"23,512 ",
11367,"Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX",3200000.0,"17,987 ",
11368,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",,"23,294 ",
11369,"Bracknell Branch, 16 Wellington Business Park, Crowthorne, RG45 6LS",,"1,534 ",
11370,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL",625000.0,"10,596 ",
11371,"Commercial Premises With Excellent Parking, Unit 1 Cutbush Court , Danehill, Earley, RG6 4UW",550000.0,685 ," 2,100 "
11372,"Third Floor, 118-128 London Street, Reading, RG1 4SJ",340000.0,"1,340 ",
11373,"Parkgate House, 185-187 London Road, Camberley, GU15 3JS",210000.0,461 ,
11374,"New build units to let available from Q4 2018, Segro Park, Middlesex, UB3 4QR",,"24,555 "," 97,600 "
11375,"Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",,"7,715 ",
11376,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.0,"2,475 ",
11377,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",,"10,600 ",
11378,"Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",,"16,548 ",
11379,"Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP",1000000.0,"12,805 ",
11380,"FOR SALE - WAREHOUSE UNIT , Vitesse House, Ashford Road, Ashford, TW15 1XB",,"9,272 ",
11381,"179a Oxford Road, Reading, RG1 7UZ",650000.0,"1,487 ",
11382,"150-152 Great South West Road, Hounslow, Heathrow, TW4 6NF",4500000.0,"37,462 ",
11383,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.0,"16,618 ",
11384,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.0,"6,553 ",
11385,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.0,"23,172 ",
11386,"448a, Basingstoke Road, Reading, RG2 0RX",4400000.0,"26,692 ",
11387,"Mixed Use Business Premises, 115 Reading Road, Finchampstead, GU46 7LR",750000.0,"5,666 ",
11388,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.0,"1,448 ",
11389,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",,"23,512 ",
11390,"Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX",3200000.0,"17,987 ",
11391,"Former Church Hall Suitable For D1 Use, Grovelands Church, 553 Oxford Road, Reading, RG30 1HJ",,"3,749 ",
11392,"Unit B, Crosspoint Distribution Park, Swallowfield Way, Hayes Hillingdon, UB3 1DQ",,"23,294 ",
11393,"Bracknell Branch, 16 Wellington Business Park, Crowthorne, RG45 6LS",,"1,534 ",
11394,"Industrial / Warehouse For Sale , 68 St. Johns Road, Reading, RG4 5AL",625000.0,"10,596 ",
11395,"Commercial Premises With Excellent Parking, Unit 1 Cutbush Court , Danehill, Earley, RG6 4UW",550000.0,685 ," 2,100 "
11396,"Third Floor, 118-128 London Street, Reading, RG1 4SJ",340000.0,"1,340 ",
11397,"Parkgate House, 185-187 London Road, Camberley, GU15 3JS",210000.0,461 ,
11398,"New build units to let available from Q4 2018, Segro Park, Middlesex, UB3 4QR",,"24,555 "," 97,600 "
11399,"Bracknell Branch, The Old Theatre, Liberta House, Scotland Hill, Sandhurst, GU47 8JR",,"7,715 ",
11400,"Public House And Restaurant , King William IV, Hampden Road, Princes Risborough, HP27 0RU",825000.0,"2,475 ",
11401,"Rear of Unit 10, Boeing Way, Southall, UB2 5LB",,"10,600 ",
11402,"Trade Counter Unit In Prominent Position, 24 Richfield Avenue, Reading, RG1 8EQ",,"16,548 ",
11403,"Two Detached Industrial Units In Secure Yard, 1-3 Trafford Road, Reading, RG1 8JP",1000000.0,"12,805 ",
11404,"FOR SALE - WAREHOUSE UNIT , Vitesse House, Ashford Road, Ashford, TW15 1XB",,"9,272 ",
11405,"179a Oxford Road, Reading, RG1 7UZ",650000.0,"1,487 ",
11406,"150-152 Great South West Road, Hounslow, Heathrow, TW4 6NF",4500000.0,"37,462 ",
11407,"Unit 10D2, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",4569950.0,"16,618 ",
11408,"Unit 10D1, Beaver Industrial Park, Brent Road, Southall, UB2 5FB",1965900.0,"6,553 ",
11409,"Unit 10D, Beaver Industrial Park, Brent Road, UB2 5FB",6372300.0,"23,172 ",
11410,"448a, Basingstoke Road, Reading, RG2 0RX",4400000.0,"26,692 ",
11411,"Mixed Use Business Premises, 115 Reading Road, Finchampstead, GU46 7LR",750000.0,"5,666 ",
11412,"Retail Unit with Residential Above, 126 High Street, Camberley, GU15 2QN",350000.0,"1,448 ",
11413,"Cliffords Yard, 1 Long Drive, South Ruislip, HA4 0HG",,"23,512 ",
11414,"Business Unit Suitable For A Variety Of Uses, 7-8 Bennet Road, Reading, RG2 0QX",3200000.0,"17,987 ",
11415,"Former Church Hall Suitable For D1 Use, Grovelands Church, 553 Oxford Road, Reading, RG30 1HJ",,"3,749 ",
11416,"Land For Residential Development, Residential Development Site, The Old Sawmill, Pink Road, Great Hampden, HP16 9RG",1000000.0,39656 ,
11417,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11418,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11419,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11420,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11421,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11422,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11423,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11424,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11425,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11426,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11427,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11428,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11429,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11430,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11431,"Power House, Power House, Higham Mead, HP5 2AH",350000.0,"2,030 ",
11432,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11433,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11434,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11435,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11436,"Power House, Power House, Higham Mead, HP5 2AH",350000.0,"2,030 ",
11437,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.0,918 ,
11438,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11439,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11440,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11441,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11442,"Power House, Power House, Higham Mead, HP5 2AH",350000.0,"2,030 ",
11443,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.0,918 ,
11444,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.0,215 , 538 
11445,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11446,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11447,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11448,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11449,"Power House, Power House, Higham Mead, HP5 2AH",350000.0,"2,030 ",
11450,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.0,918 ,
11451,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.0,215 , 538 
11452,"Aerial House, Asheridge Road, Chesham, HP5 2QD",,"105,952 ",
11453,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11454,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11455,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11456,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11457,"Power House, Power House, Higham Mead, HP5 2AH",350000.0,"2,030 ",
11458,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.0,918 ,
11459,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.0,215 , 538 
11460,"Aerial House, Asheridge Road, Chesham, HP5 2QD",,"105,952 ",
11461,"78 High Street , Horsell, Woking, GU21 4SZ",,734 ,
11462,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11463,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11464,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11465,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11466,"Power House, Power House, Higham Mead, HP5 2AH",350000.0,"2,030 ",
11467,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.0,918 ,
11468,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.0,215 , 538 
11469,"Aerial House, Asheridge Road, Chesham, HP5 2QD",,"105,952 ",
11470,"78 High Street , Horsell, Woking, GU21 4SZ",,734 ,
11471,"10-12 High Street, Weybridge, KT13 8AB",750000.0,"1,615 ",
11472,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11473,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11474,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11475,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11476,"Power House, Power House, Higham Mead, HP5 2AH",350000.0,"2,030 ",
11477,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.0,918 ,
11478,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.0,215 , 538 
11479,"Aerial House, Asheridge Road, Chesham, HP5 2QD",,"105,952 ",
11480,"78 High Street , Horsell, Woking, GU21 4SZ",,734 ,
11481,"10-12 High Street, Weybridge, KT13 8AB",750000.0,"1,615 ",
11482,"Partly Cleared Land For Sale, Botley Road, Chesham, HP5 1XS",925000.0,305050 ,
11483,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11484,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11485,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11486,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11487,"Power House, Power House, Higham Mead, HP5 2AH",350000.0,"2,030 ",
11488,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.0,918 ,
11489,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.0,215 , 538 
11490,"Aerial House, Asheridge Road, Chesham, HP5 2QD",,"105,952 ",
11491,"78 High Street , Horsell, Woking, GU21 4SZ",,734 ,
11492,"10-12 High Street, Weybridge, KT13 8AB",750000.0,"1,615 ",
11493,"Partly Cleared Land For Sale, Botley Road, Chesham, HP5 1XS",925000.0,305050 ,
11494,"Former Southcote Library, Coronation Square, Southcote Lane, Reading, RG30 3BA",,18303 ,
11495,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11496,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11497,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11498,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11499,"Power House, Power House, Higham Mead, HP5 2AH",350000.0,"2,030 ",
11500,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.0,918 ,
11501,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.0,215 , 538 
11502,"Aerial House, Asheridge Road, Chesham, HP5 2QD",,"105,952 ",
11503,"78 High Street , Horsell, Woking, GU21 4SZ",,734 ,
11504,"10-12 High Street, Weybridge, KT13 8AB",750000.0,"1,615 ",
11505,"Partly Cleared Land For Sale, Botley Road, Chesham, HP5 1XS",925000.0,305050 ,
11506,"Former Southcote Library, Coronation Square, Southcote Lane, Reading, RG30 3BA",,18303 ,
11507,"Abbotts Place, Chesham, HP5 3HL",17500.0,134 ,
11508,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11509,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11510,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11511,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11512,"Power House, Power House, Higham Mead, HP5 2AH",350000.0,"2,030 ",
11513,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.0,918 ,
11514,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.0,215 , 538 
11515,"Aerial House, Asheridge Road, Chesham, HP5 2QD",,"105,952 ",
11516,"78 High Street , Horsell, Woking, GU21 4SZ",,734 ,
11517,"10-12 High Street, Weybridge, KT13 8AB",750000.0,"1,615 ",
11518,"Partly Cleared Land For Sale, Botley Road, Chesham, HP5 1XS",925000.0,305050 ,
11519,"Former Southcote Library, Coronation Square, Southcote Lane, Reading, RG30 3BA",,18303 ,
11520,"Abbotts Place, Chesham, HP5 3HL",17500.0,134 ,
11521,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
11522,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11523,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11524,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11525,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11526,"Power House, Power House, Higham Mead, HP5 2AH",350000.0,"2,030 ",
11527,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.0,918 ,
11528,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.0,215 , 538 
11529,"Aerial House, Asheridge Road, Chesham, HP5 2QD",,"105,952 ",
11530,"78 High Street , Horsell, Woking, GU21 4SZ",,734 ,
11531,"10-12 High Street, Weybridge, KT13 8AB",750000.0,"1,615 ",
11532,"Partly Cleared Land For Sale, Botley Road, Chesham, HP5 1XS",925000.0,305050 ,
11533,"Former Southcote Library, Coronation Square, Southcote Lane, Reading, RG30 3BA",,18303 ,
11534,"Abbotts Place, Chesham, HP5 3HL",17500.0,134 ,
11535,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
11536,"3 Claremont Road, West Byfleet, KT14 6DY",800000.0,6101 ,
11537,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11538,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11539,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11540,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11541,"Power House, Power House, Higham Mead, HP5 2AH",350000.0,"2,030 ",
11542,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.0,918 ,
11543,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.0,215 , 538 
11544,"Aerial House, Asheridge Road, Chesham, HP5 2QD",,"105,952 ",
11545,"78 High Street , Horsell, Woking, GU21 4SZ",,734 ,
11546,"10-12 High Street, Weybridge, KT13 8AB",750000.0,"1,615 ",
11547,"Partly Cleared Land For Sale, Botley Road, Chesham, HP5 1XS",925000.0,305050 ,
11548,"Former Southcote Library, Coronation Square, Southcote Lane, Reading, RG30 3BA",,18303 ,
11549,"Abbotts Place, Chesham, HP5 3HL",17500.0,134 ,
11550,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
11551,"3 Claremont Road, West Byfleet, KT14 6DY",800000.0,6101 ,
11552,"151-152 , Maybury Road, Woking, GU21 5JR",,"4,713 ",
11553,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11554,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11555,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11556,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11557,"Power House, Power House, Higham Mead, HP5 2AH",350000.0,"2,030 ",
11558,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.0,918 ,
11559,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.0,215 , 538 
11560,"Aerial House, Asheridge Road, Chesham, HP5 2QD",,"105,952 ",
11561,"78 High Street , Horsell, Woking, GU21 4SZ",,734 ,
11562,"10-12 High Street, Weybridge, KT13 8AB",750000.0,"1,615 ",
11563,"Partly Cleared Land For Sale, Botley Road, Chesham, HP5 1XS",925000.0,305050 ,
11564,"Former Southcote Library, Coronation Square, Southcote Lane, Reading, RG30 3BA",,18303 ,
11565,"Abbotts Place, Chesham, HP5 3HL",17500.0,134 ,
11566,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
11567,"3 Claremont Road, West Byfleet, KT14 6DY",800000.0,6101 ,
11568,"151-152 , Maybury Road, Woking, GU21 5JR",,"4,713 ",
11569,"37 Chertsey Road, Woking, GU21 5AJ",1200000.0,"2,000 ",
11570,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
11571,"Retail Unit on Prominent Corner For Rent, 81-83 Broad Street, Chesham, HP5 3EF",189950.0,800 ,
11572,"Business Units For Sale , Power House, Higham Mead, Chesham, HP5 2AH",189950.0,"1,000 ",
11573,"Power House, Higham Mead, Higham Mead, HP5 2AH",82000.0,447 ,
11574,"Power House, Power House, Higham Mead, HP5 2AH",350000.0,"2,030 ",
11575,"Storage Building With Workshop, Griffets Yard, Bellingdon Road, Chesham, HP5 2NW",185000.0,918 ,
11576,"Houseboat Studio with Mooring, The Boat House,, Sandhills Meadow, Shepperton, TW17 9HY",65000.0,215 , 538 
11577,"Aerial House, Asheridge Road, Chesham, HP5 2QD",,"105,952 ",
11578,"78 High Street , Horsell, Woking, GU21 4SZ",,734 ,
11579,"10-12 High Street, Weybridge, KT13 8AB",750000.0,"1,615 ",
11580,"Partly Cleared Land For Sale, Botley Road, Chesham, HP5 1XS",925000.0,305050 ,
11581,"Former Southcote Library, Coronation Square, Southcote Lane, Reading, RG30 3BA",,18303 ,
11582,"Abbotts Place, Chesham, HP5 3HL",17500.0,134 ,
11583,"9A St John's Road, St John's, Woking, GU21 7SE",185000.0,482 ,
11584,"3 Claremont Road, West Byfleet, KT14 6DY",800000.0,6101 ,
11585,"151-152 , Maybury Road, Woking, GU21 5JR",,"4,713 ",
11586,"37 Chertsey Road, Woking, GU21 5AJ",1200000.0,"2,000 ",
11587,"Unit 15J Wintersells Industrial Estate, Wintersells Road, Byfleet, KT14 7LF",190000.0,"1,497 ",
11588,"Land at Wilson Road, Reading, RG30 2RN",,5229 ,
